id,camera_path,device,viewport,timestep,quad_tess,geo_quad,stpa,quad_inst,poly_tess,umap_x,umap_y,seq
179,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,29,113.3184,106.9109,107.0116,118.278,71.5308,1.015365,5.6553955,17
180,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,39,100.4029,98.5484,99.004,101.8366,65.2116,1.0039985,4.5183835,17
181,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,49,103.8675,105.4153,37.3726,101.3979,65.9304,0.80874836,3.2397292,17
182,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,59,149.9635,158.4826,10.8495,133.6293,76.2137,0.51830685,5.143825,17
183,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,69,257.4387,294.5005,2.328,199.1976,95.6526,-2.651239,5.545329,17
184,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,79,258.0765,297.8797,1.2443,198.9737,95.779,-3.0988777,5.267416,17
185,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,89,258.0425,301.1295,1.0936,198.7305,95.8782,-3.115651,5.6508584,17
186,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,99,257.8735,302.0655,1.565,198.3069,95.9122,-2.1811326,5.0779405,17
187,diagonal_y,NVIDIA GeForce GTX 1080 Ti,2048 2048,0,96.527,95.1629,95.0101,99.1532,62.8642,1.680092,3.9798024,18
188,diagonal_y,NVIDIA GeForce GTX 1080 Ti,2048 2048,9,81.1333,80.6185,80.7148,82.3689,58.7289,2.4025228,2.1809435,18
